context,question,label
A person has ambition.,A person typically desire hero.,1
A person shows heroism.,A person typically desire hero.,1
A person is social activist.,A person typically desires contribution to society.,1
A person is anomie.,A person typically desires contribution to society.,0
The person lives in a society.,A person typically desires contribution to society.,1
The person is homeless and do not live in a society .,A person typically desires contribution to society.,0
A person helps those around.,A person typically desires contribution to society.,1
A person is upset.,A person typically desires contribution to society.,0
A person is spiritual lover.,A person typically desire around spiritual people.,1
A person is individualist .,A person typically desire around spiritual people.,0
A person wants to become more spiritually knowledgable.,A person typically desire around spiritual people.,1
The person should join any spiritual guru.,A person typically desire around spiritual people.,1
The person join company with  materialistic people.,A person typically desire around spiritual people.,0
You are going to the beach.,Dressing nice are typically used when going on date.,0
All the clothes are dirty.,Dressing nice are typically used when going on date.,0
You have nothing nice to wear.,Dressing nice are typically used when going on date.,0
You are going somewhere nice.,Dressing nice are typically used when going on date.,1
You have nice clothes in your closet.,Dressing nice are typically used when going on date.,1
You have nice clothes.,Dressing nice are typically used when going on date.,1
A person is foodie.,A person typically desires delicious food.,1
A person is dietician.,A person typically desires delicious food.,0
The person is hungry for food.,A person typically desires delicious food.,1
The person just finished his meal and not willing to eat more.,A person typically desires delicious food.,0
A person need a healthy life.,A person typically desires delicious food.,1
A person is diet.,A person typically desires delicious food.,0
Coronavirus is present.,Seeing band are typically used for enjoying social outing.,0
You are going to see the band alone.,Seeing band are typically used for enjoying social outing.,0
You stay home.,Seeing band are typically used for enjoying social outing.,0
Band is touring.,Seeing band are typically used for enjoying social outing.,1
You have friends to go out with.,Seeing band are typically used for enjoying social outing.,1
You go to music venue.,Seeing band are typically used for enjoying social outing.,1
The artwork is put in a closet.,Creating art typically cause for more beauty in world.,0
The artwork is hung on a wall.,Creating art typically cause for more beauty in world.,1
The person is busy with some work .,Creating art typically cause for more beauty in world.,0
The person has enough materials to do art work.,Creating art typically cause for more beauty in world.,1
You let yourself get out of shape.,Staying fit are typically used to own benifit.,0
You eat the wrong foods.,Staying fit are typically used to own benifit.,0
You also eat too much unhealthy food.,Staying fit are typically used to own benifit.,0
You exercise frequently.,Staying fit are typically used to own benifit.,1
You are exercising.,Staying fit are typically used to own benifit.,1
You workout.,Staying fit are typically used to own benifit.,1
He is on holiday.,Solicitor can typically be used in criminal law.,0
He is cordial.,Solicitor can typically be used in criminal law.,0
He is in court.,Solicitor can typically be used in criminal law.,1
He disturbs other people.,Solicitor can typically be used in criminal law.,1
